Hour,Seasons,Holiday,Functioning Day,Month,Rented Bike Count
Morning,Summer,No Holiday,Yes,Jun,336
Morning,Summer,No Holiday,Yes,Jun,714
Morning,Summer,No Holiday,Yes,Jun,1629
Morning,Summer,No Holiday,Yes,Jun,2440
Morning,Summer,No Holiday,Yes,Jun,1401
Morning,Summer,No Holiday,Yes,Jun,1002
Morning,Summer,No Holiday,Yes,Jun,1100
Morning,Summer,No Holiday,Yes,Jun,1252
Afternoon,Summer,No Holiday,Yes,Jun,1184
Afternoon,Summer,No Holiday,Yes,Jun,1158
Afternoon,Summer,No Holiday,Yes,Jun,1266
Afternoon,Summer,No Holiday,Yes,Jun,1600
Afternoon,Summer,No Holiday,Yes,Jun,2289
Afternoon,Summer,No Holiday,Yes,Jun,3384
Night,Summer,No Holiday,Yes,Jun,2741
Night,Summer,No Holiday,Yes,Jun,2519
Night,Summer,No Holiday,Yes,Jun,2246
Night,Summer,No Holiday,Yes,Jun,1979
Night,Summer,No Holiday,Yes,Jun,1401
Morning,Summer,No Holiday,Yes,Jun,1083
Morning,Summer,No Holiday,Yes,Jun,794
Morning,Summer,No Holiday,Yes,Jun,539
Morning,Summer,No Holiday,Yes,Jun,394
Morning,Summer,No Holiday,Yes,Jun,215
Morning,Summer,No Holiday,Yes,Jun,308
Morning,Summer,No Holiday,Yes,Jun,709
Morning,Summer,No Holiday,Yes,Jun,1543
Morning,Summer,No Holiday,Yes,Jun,2370
Morning,Summer,No Holiday,Yes,Jun,1360
Morning,Summer,No Holiday,Yes,Jun,922
Morning,Summer,No Holiday,Yes,Jun,1066
Morning,Summer,No Holiday,Yes,Jun,1197
Afternoon,Summer,No Holiday,Yes,Jun,1147
Afternoon,Summer,No Holiday,Yes,Jun,1152
Afternoon,Summer,No Holiday,Yes,Jun,1276
Afternoon,Summer,No Holiday,Yes,Jun,1473
Afternoon,Summer,No Holiday,Yes,Jun,2176
Afternoon,Summer,No Holiday,Yes,Jun,3418
Night,Summer,No Holiday,Yes,Jun,2811
Night,Summer,No Holiday,Yes,Jun,2556
Night,Summer,No Holiday,Yes,Jun,2436
Night,Summer,No Holiday,Yes,Jun,2179
Night,Summer,No Holiday,Yes,Jun,1497
Morning,Summer,No Holiday,Yes,Jun,1137
Morning,Summer,No Holiday,Yes,Jun,912
Morning,Summer,No Holiday,Yes,Jun,602
Morning,Summer,No Holiday,Yes,Jun,413
Morning,Summer,No Holiday,Yes,Jun,268
Morning,Summer,No Holiday,Yes,Jun,336
Morning,Summer,No Holiday,Yes,Jun,710
Morning,Summer,No Holiday,Yes,Jun,1529
Morning,Summer,No Holiday,Yes,Jun,2283
Morning,Summer,No Holiday,Yes,Jun,1284
Morning,Summer,No Holiday,Yes,Jun,902
Morning,Summer,No Holiday,Yes,Jun,1020
Morning,Summer,No Holiday,Yes,Jun,1116
Afternoon,Summer,No Holiday,Yes,Jun,1073
Afternoon,Summer,No Holiday,Yes,Jun,1087
Afternoon,Summer,No Holiday,Yes,Jun,1203
Afternoon,Summer,No Holiday,Yes,Jun,1466
Afternoon,Summer,No Holiday,Yes,Jun,2146
Afternoon,Summer,No Holiday,Yes,Jun,3365
Night,Summer,No Holiday,Yes,Jun,2732
Night,Summer,No Holiday,Yes,Jun,2493
Night,Summer,No Holiday,Yes,Jun,2251
Night,Summer,No Holiday,Yes,Jun,2103
Night,Summer,No Holiday,Yes,Jun,1648
Morning,Summer,No Holiday,Yes,Jun,1322
Morning,Summer,No Holiday,Yes,Jun,1073
Morning,Summer,No Holiday,Yes,Jun,818
Morning,Summer,No Holiday,Yes,Jun,540
Morning,Summer,No Holiday,Yes,Jun,375
Morning,Summer,No Holiday,Yes,Jun,339
Morning,Summer,No Holiday,Yes,Jun,417
Morning,Summer,No Holiday,Yes,Jun,622
Morning,Summer,No Holiday,Yes,Jun,934
Morning,Summer,No Holiday,Yes,Jun,1072
Morning,Summer,No Holiday,Yes,Jun,1064
Morning,Summer,No Holiday,Yes,Jun,1229
Morning,Summer,No Holiday,Yes,Jun,1374
Afternoon,Summer,No Holiday,Yes,Jun,1483
Afternoon,Summer,No Holiday,Yes,Jun,1445
Afternoon,Summer,No Holiday,Yes,Jun,1589
Afternoon,Summer,No Holiday,Yes,Jun,1837
Afternoon,Summer,No Holiday,Yes,Jun,2101
Afternoon,Summer,No Holiday,Yes,Jun,2256
Night,Summer,No Holiday,Yes,Jun,2288
Night,Summer,No Holiday,Yes,Jun,2262
Night,Summer,No Holiday,Yes,Jun,2175
Night,Summer,No Holiday,Yes,Jun,1932
Night,Summer,No Holiday,Yes,Jun,1402
Morning,Summer,No Holiday,Yes,Jun,849
Morning,Summer,No Holiday,Yes,Jun,545
Morning,Summer,No Holiday,Yes,Jun,1254
Morning,Summer,No Holiday,Yes,Jun,644
Morning,Summer,No Holiday,Yes,Jun,286
Morning,Summer,No Holiday,Yes,Jun,235
Morning,Summer,No Holiday,Yes,Jun,258
Morning,Summer,No Holiday,Yes,Jun,369
Morning,Summer,No Holiday,Yes,Jun,561
Morning,Summer,No Holiday,Yes,Jun,734
Morning,Summer,No Holiday,Yes,Jun,763
Morning,Summer,No Holiday,Yes,Jun,870
Morning,Summer,No Holiday,Yes,Jun,1042
Afternoon,Summer,No Holiday,Yes,Jun,1062
Afternoon,Summer,No Holiday,Yes,Jun,1064
Afternoon,Summer,No Holiday,Yes,Jun,1213
Afternoon,Summer,No Holiday,Yes,Jun,1471
Afternoon,Summer,No Holiday,Yes,Jun,1754
Afternoon,Summer,No Holiday,Yes,Jun,2094
Night,Summer,No Holiday,Yes,Jun,2290
Night,Summer,No Holiday,Yes,Jun,2387
Night,Summer,No Holiday,Yes,Jun,2153
Night,Summer,No Holiday,Yes,Jun,1801
Night,Summer,No Holiday,Yes,Jun,1329
Morning,Summer,No Holiday,Yes,Jun,962
Morning,Summer,No Holiday,Yes,Jun,585
Morning,Summer,No Holiday,Yes,Jun,424
Morning,Summer,No Holiday,Yes,Jun,264
Morning,Summer,No Holiday,Yes,Jun,199
Morning,Summer,No Holiday,Yes,Jun,338
Morning,Summer,No Holiday,Yes,Jun,785
Morning,Summer,No Holiday,Yes,Jun,1620
Morning,Summer,No Holiday,Yes,Jun,2331
Morning,Summer,No Holiday,Yes,Jun,1293
Morning,Summer,No Holiday,Yes,Jun,878
Morning,Summer,No Holiday,Yes,Jun,968
Morning,Summer,No Holiday,Yes,Jun,1039
Afternoon,Summer,No Holiday,Yes,Jun,1073
Afternoon,Summer,No Holiday,Yes,Jun,1016
Afternoon,Summer,No Holiday,Yes,Jun,1184
Afternoon,Summer,No Holiday,Yes,Jun,1407
Afternoon,Summer,No Holiday,Yes,Jun,2008
Afternoon,Summer,No Holiday,Yes,Jun,3238
Night,Summer,No Holiday,Yes,Jun,2779
Night,Summer,No Holiday,Yes,Jun,2456
Night,Summer,No Holiday,Yes,Jun,2372
Night,Summer,No Holiday,Yes,Jun,2046
Night,Summer,No Holiday,Yes,Jun,1437
Morning,Summer,No Holiday,Yes,Jun,1052
Morning,Summer,No Holiday,Yes,Jun,783
Morning,Summer,No Holiday,Yes,Jun,524
Morning,Summer,No Holiday,Yes,Jun,353
Morning,Summer,No Holiday,Yes,Jun,143
Morning,Summer,No Holiday,Yes,Jun,45
Morning,Summer,No Holiday,Yes,Jun,37
Morning,Summer,No Holiday,Yes,Jun,49
Morning,Summer,No Holiday,Yes,Jun,53
Morning,Summer,No Holiday,Yes,Jun,19
Morning,Summer,No Holiday,Yes,Jun,9
Morning,Summer,No Holiday,Yes,Jun,11
Morning,Summer,No Holiday,Yes,Jun,10
Afternoon,Summer,No Holiday,Yes,Jun,24
Afternoon,Summer,No Holiday,Yes,Jun,26
Afternoon,Summer,No Holiday,Yes,Jun,65
Afternoon,Summer,No Holiday,Yes,Jun,56
Afternoon,Summer,No Holiday,Yes,Jun,113
Afternoon,Summer,No Holiday,Yes,Jun,156
Night,Summer,No Holiday,Yes,Jun,203
Night,Summer,No Holiday,Yes,Jun,199
Night,Summer,No Holiday,Yes,Jun,275
Night,Summer,No Holiday,Yes,Jun,443
Night,Summer,No Holiday,Yes,Jun,552
Morning,Summer,No Holiday,Yes,Jun,513
Morning,Summer,No Holiday,Yes,Jun,254
Morning,Summer,No Holiday,Yes,Jun,164
Morning,Summer,No Holiday,Yes,Jun,152
Morning,Summer,No Holiday,Yes,Jun,110
Morning,Summer,No Holiday,Yes,Jun,162
Morning,Summer,No Holiday,Yes,Jun,417
Morning,Summer,No Holiday,Yes,Jun,1084
Morning,Summer,No Holiday,Yes,Jun,1995
Morning,Summer,No Holiday,Yes,Jun,1238
Morning,Summer,No Holiday,Yes,Jun,862
Morning,Summer,No Holiday,Yes,Jun,1015
Morning,Summer,No Holiday,Yes,Jun,1145
Afternoon,Summer,No Holiday,Yes,Jun,1234
Afternoon,Summer,No Holiday,Yes,Jun,1243
Afternoon,Summer,No Holiday,Yes,Jun,1362
Afternoon,Summer,No Holiday,Yes,Jun,1618
Afternoon,Summer,No Holiday,Yes,Jun,2115
Afternoon,Summer,No Holiday,Yes,Jun,3172
Night,Summer,No Holiday,Yes,Jun,2487
Night,Summer,No Holiday,Yes,Jun,2274
Night,Summer,No Holiday,Yes,Jun,2200
Night,Summer,No Holiday,Yes,Jun,1959
Night,Summer,No Holiday,Yes,Jun,980
Morning,Summer,No Holiday,Yes,Jun,561
Morning,Summer,No Holiday,Yes,Jun,1068
Morning,Summer,No Holiday,Yes,Jun,652
Morning,Summer,No Holiday,Yes,Jun,344
Morning,Summer,No Holiday,Yes,Jun,233
Morning,Summer,No Holiday,Yes,Jun,266
Morning,Summer,No Holiday,Yes,Jun,594
Morning,Summer,No Holiday,Yes,Jun,1391
Morning,Summer,No Holiday,Yes,Jun,2288
Morning,Summer,No Holiday,Yes,Jun,1246
Morning,Summer,No Holiday,Yes,Jun,826
Morning,Summer,No Holiday,Yes,Jun,938
Morning,Summer,No Holiday,Yes,Jun,1158
Afternoon,Summer,No Holiday,Yes,Jun,1040
Afternoon,Summer,No Holiday,Yes,Jun,1030
Afternoon,Summer,No Holiday,Yes,Jun,1209
Afternoon,Summer,No Holiday,Yes,Jun,766
Afternoon,Summer,No Holiday,Yes,Jun,65
Afternoon,Summer,No Holiday,Yes,Jun,596
Night,Summer,No Holiday,Yes,Jun,944
Night,Summer,No Holiday,Yes,Jun,1039
Night,Summer,No Holiday,Yes,Jun,1223
Night,Summer,No Holiday,Yes,Jun,1239
Night,Summer,No Holiday,Yes,Jun,931
Morning,Summer,No Holiday,Yes,Jun,470
Morning,Summer,No Holiday,Yes,Jun,460
Morning,Summer,No Holiday,Yes,Jun,345
Morning,Summer,No Holiday,Yes,Jun,227
Morning,Summer,No Holiday,Yes,Jun,123
Morning,Summer,No Holiday,Yes,Jun,133
Morning,Summer,No Holiday,Yes,Jun,308
Morning,Summer,No Holiday,Yes,Jun,883
Morning,Summer,No Holiday,Yes,Jun,2028
Morning,Summer,No Holiday,Yes,Jun,1195
Morning,Summer,No Holiday,Yes,Jun,913
Morning,Summer,No Holiday,Yes,Jun,956
Morning,Summer,No Holiday,Yes,Jun,1168
Afternoon,Summer,No Holiday,Yes,Jun,1117
Afternoon,Summer,No Holiday,Yes,Jun,1175
Afternoon,Summer,No Holiday,Yes,Jun,1209
Afternoon,Summer,No Holiday,Yes,Jun,1554
Afternoon,Summer,No Holiday,Yes,Jun,2099
Afternoon,Summer,No Holiday,Yes,Jun,3113
Night,Summer,No Holiday,Yes,Jun,2602
Night,Summer,No Holiday,Yes,Jun,2339
Night,Summer,No Holiday,Yes,Jun,2225
Night,Summer,No Holiday,Yes,Jun,2103
Night,Summer,No Holiday,Yes,Jun,1552
Morning,Summer,No Holiday,Yes,Jun,1275
Morning,Summer,No Holiday,Yes,Jun,1070
Morning,Summer,No Holiday,Yes,Jun,859
Morning,Summer,No Holiday,Yes,Jun,625
Morning,Summer,No Holiday,Yes,Jun,382
Morning,Summer,No Holiday,Yes,Jun,247
Morning,Summer,No Holiday,Yes,Jun,310
Morning,Summer,No Holiday,Yes,Jun,468
Morning,Summer,No Holiday,Yes,Jun,825
Morning,Summer,No Holiday,Yes,Jun,862
Morning,Summer,No Holiday,Yes,Jun,933
Morning,Summer,No Holiday,Yes,Jun,871
Morning,Summer,No Holiday,Yes,Jun,858
Afternoon,Summer,No Holiday,Yes,Jun,1144
Afternoon,Summer,No Holiday,Yes,Jun,1235
Afternoon,Summer,No Holiday,Yes,Jun,1311
Afternoon,Summer,No Holiday,Yes,Jun,1317
Afternoon,Summer,No Holiday,Yes,Jun,1291
Afternoon,Summer,No Holiday,Yes,Jun,306
Night,Summer,No Holiday,Yes,Jun,481
Night,Summer,No Holiday,Yes,Jun,778
Night,Summer,No Holiday,Yes,Jun,1005
Night,Summer,No Holiday,Yes,Jun,1107
Night,Summer,No Holiday,Yes,Jun,919
Morning,Summer,No Holiday,Yes,July,865
Morning,Summer,No Holiday,Yes,July,740
Morning,Summer,No Holiday,Yes,July,586
Morning,Summer,No Holiday,Yes,July,368
Morning,Summer,No Holiday,Yes,July,211
Morning,Summer,No Holiday,Yes,July,54
Morning,Summer,No Holiday,Yes,July,60
Morning,Summer,No Holiday,Yes,July,25
Morning,Summer,No Holiday,Yes,July,20
Morning,Summer,No Holiday,Yes,July,9
Morning,Summer,No Holiday,Yes,July,13
Morning,Summer,No Holiday,Yes,July,11
Morning,Summer,No Holiday,Yes,July,9
Afternoon,Summer,No Holiday,Yes,July,30
Afternoon,Summer,No Holiday,Yes,July,14
Afternoon,Summer,No Holiday,Yes,July,51
Afternoon,Summer,No Holiday,Yes,July,41
Afternoon,Summer,No Holiday,Yes,July,25
Afternoon,Summer,No Holiday,Yes,July,17
Night,Summer,No Holiday,Yes,July,18
Night,Summer,No Holiday,Yes,July,16
Night,Summer,No Holiday,Yes,July,17
Night,Summer,No Holiday,Yes,July,16
Night,Summer,No Holiday,Yes,July,15
Morning,Summer,No Holiday,Yes,July,26
Morning,Summer,No Holiday,Yes,July,28
Morning,Summer,No Holiday,Yes,July,17
Morning,Summer,No Holiday,Yes,July,23
Morning,Summer,No Holiday,Yes,July,58
Morning,Summer,No Holiday,Yes,July,28
Morning,Summer,No Holiday,Yes,July,40
Morning,Summer,No Holiday,Yes,July,126
Morning,Summer,No Holiday,Yes,July,104
Morning,Summer,No Holiday,Yes,July,128
Morning,Summer,No Holiday,Yes,July,27
Morning,Summer,No Holiday,Yes,July,153
Morning,Summer,No Holiday,Yes,July,218
Afternoon,Summer,No Holiday,Yes,July,304
Afternoon,Summer,No Holiday,Yes,July,381
Afternoon,Summer,No Holiday,Yes,July,619
Afternoon,Summer,No Holiday,Yes,July,839
Afternoon,Summer,No Holiday,Yes,July,861
Afternoon,Summer,No Holiday,Yes,July,832
Night,Summer,No Holiday,Yes,July,44
Night,Summer,No Holiday,Yes,July,61
Night,Summer,No Holiday,Yes,July,72
Night,Summer,No Holiday,Yes,July,83
Night,Summer,No Holiday,Yes,July,168
Morning,Summer,No Holiday,Yes,July,349
Morning,Summer,No Holiday,Yes,July,407
Morning,Summer,No Holiday,Yes,July,354
Morning,Summer,No Holiday,Yes,July,233
Morning,Summer,No Holiday,Yes,July,149
Morning,Summer,No Holiday,Yes,July,224
Morning,Summer,No Holiday,Yes,July,600
Morning,Summer,No Holiday,Yes,July,1308
Morning,Summer,No Holiday,Yes,July,2135
Morning,Summer,No Holiday,Yes,July,1156
Morning,Summer,No Holiday,Yes,July,818
Morning,Summer,No Holiday,Yes,July,906
Morning,Summer,No Holiday,Yes,July,944
Afternoon,Summer,No Holiday,Yes,July,994
Afternoon,Summer,No Holiday,Yes,July,1001
Afternoon,Summer,No Holiday,Yes,July,1069
Afternoon,Summer,No Holiday,Yes,July,1325
Afternoon,Summer,No Holiday,Yes,July,1783
Afternoon,Summer,No Holiday,Yes,July,2965
Night,Summer,No Holiday,Yes,July,2598
Night,Summer,No Holiday,Yes,July,2398
Night,Summer,No Holiday,Yes,July,2264
Night,Summer,No Holiday,Yes,July,1948
Night,Summer,No Holiday,Yes,July,1365
Morning,Summer,No Holiday,Yes,July,971
Morning,Summer,No Holiday,Yes,July,796
Morning,Summer,No Holiday,Yes,July,555
Morning,Summer,No Holiday,Yes,July,372
Morning,Summer,No Holiday,Yes,July,234
Morning,Summer,No Holiday,Yes,July,316
Morning,Summer,No Holiday,Yes,July,747
Morning,Summer,No Holiday,Yes,July,1450
Morning,Summer,No Holiday,Yes,July,2215
Morning,Summer,No Holiday,Yes,July,1191
Morning,Summer,No Holiday,Yes,July,831
Morning,Summer,No Holiday,Yes,July,941
Morning,Summer,No Holiday,Yes,July,1021
Afternoon,Summer,No Holiday,Yes,July,1007
Afternoon,Summer,No Holiday,Yes,July,1005
Afternoon,Summer,No Holiday,Yes,July,1038
Afternoon,Summer,No Holiday,Yes,July,1306
Afternoon,Summer,No Holiday,Yes,July,1856
Afternoon,Summer,No Holiday,Yes,July,3080
Night,Summer,No Holiday,Yes,July,2637
Night,Summer,No Holiday,Yes,July,2415
Night,Summer,No Holiday,Yes,July,2274
Night,Summer,No Holiday,Yes,July,2091
Night,Summer,No Holiday,Yes,July,1432
Morning,Summer,No Holiday,Yes,July,1078
Morning,Summer,No Holiday,Yes,July,846
Morning,Summer,No Holiday,Yes,July,568
Morning,Summer,No Holiday,Yes,July,376
Morning,Summer,No Holiday,Yes,July,267
Morning,Summer,No Holiday,Yes,July,326
Morning,Summer,No Holiday,Yes,July,438
Morning,Summer,No Holiday,Yes,July,828
Morning,Summer,No Holiday,Yes,July,1836
Morning,Summer,No Holiday,Yes,July,1112
Morning,Summer,No Holiday,Yes,July,827
Morning,Summer,No Holiday,Yes,July,890
Morning,Summer,No Holiday,Yes,July,996
Afternoon,Summer,No Holiday,Yes,July,929
Afternoon,Summer,No Holiday,Yes,July,933
Afternoon,Summer,No Holiday,Yes,July,1011
Afternoon,Summer,No Holiday,Yes,July,1105
Afternoon,Summer,No Holiday,Yes,July,1381
Afternoon,Summer,No Holiday,Yes,July,2594
Night,Summer,No Holiday,Yes,July,2309
Night,Summer,No Holiday,Yes,July,2122
Night,Summer,No Holiday,Yes,July,2063
Night,Summer,No Holiday,Yes,July,1941
Night,Summer,No Holiday,Yes,July,1406
Morning,Summer,No Holiday,Yes,July,1075
Morning,Summer,No Holiday,Yes,July,839
Morning,Summer,No Holiday,Yes,July,558
Morning,Summer,No Holiday,Yes,July,403
Morning,Summer,No Holiday,Yes,July,273
Morning,Summer,No Holiday,Yes,July,311
Morning,Summer,No Holiday,Yes,July,723
Morning,Summer,No Holiday,Yes,July,1449
Morning,Summer,No Holiday,Yes,July,2273
Morning,Summer,No Holiday,Yes,July,1318
Morning,Summer,No Holiday,Yes,July,998
Morning,Summer,No Holiday,Yes,July,1024
Morning,Summer,No Holiday,Yes,July,1216
Afternoon,Summer,No Holiday,Yes,July,1210
Afternoon,Summer,No Holiday,Yes,July,1209
Afternoon,Summer,No Holiday,Yes,July,1346
Afternoon,Summer,No Holiday,Yes,July,1635
Afternoon,Summer,No Holiday,Yes,July,2282
Afternoon,Summer,No Holiday,Yes,July,3196
Night,Summer,No Holiday,Yes,July,2557
Night,Summer,No Holiday,Yes,July,2223
Night,Summer,No Holiday,Yes,July,2183
Night,Summer,No Holiday,Yes,July,1917
Night,Summer,No Holiday,Yes,July,1458
Morning,Summer,No Holiday,Yes,July,1191
Morning,Summer,No Holiday,Yes,July,1079
Morning,Summer,No Holiday,Yes,July,760
Morning,Summer,No Holiday,Yes,July,545
Morning,Summer,No Holiday,Yes,July,331
Morning,Summer,No Holiday,Yes,July,273
Morning,Summer,No Holiday,Yes,July,396
Morning,Summer,No Holiday,Yes,July,567
Morning,Summer,No Holiday,Yes,July,832
Morning,Summer,No Holiday,Yes,July,1009
Morning,Summer,No Holiday,Yes,July,1050
Morning,Summer,No Holiday,Yes,July,1129
Morning,Summer,No Holiday,Yes,July,1328
Afternoon,Summer,No Holiday,Yes,July,1399
Afternoon,Summer,No Holiday,Yes,July,1430
Afternoon,Summer,No Holiday,Yes,July,1579
Afternoon,Summer,No Holiday,Yes,July,1764
Afternoon,Summer,No Holiday,Yes,July,2020
Afternoon,Summer,No Holiday,Yes,July,2238
Night,Summer,No Holiday,Yes,July,2352
Night,Summer,No Holiday,Yes,July,2232
Night,Summer,No Holiday,Yes,July,2235
Night,Summer,No Holiday,Yes,July,1921
Night,Summer,No Holiday,Yes,July,1416
Morning,Summer,No Holiday,Yes,July,1208
Morning,Summer,No Holiday,Yes,July,946
Morning,Summer,No Holiday,Yes,July,648
Morning,Summer,No Holiday,Yes,July,460
Morning,Summer,No Holiday,Yes,July,277
Morning,Summer,No Holiday,Yes,July,253
Morning,Summer,No Holiday,Yes,July,267
Morning,Summer,No Holiday,Yes,July,410
Morning,Summer,No Holiday,Yes,July,684
Morning,Summer,No Holiday,Yes,July,787
Morning,Summer,No Holiday,Yes,July,867
Morning,Summer,No Holiday,Yes,July,1053
Morning,Summer,No Holiday,Yes,July,1237
Afternoon,Summer,No Holiday,Yes,July,1442
Afternoon,Summer,No Holiday,Yes,July,1517
Afternoon,Summer,No Holiday,Yes,July,1693
Afternoon,Summer,No Holiday,Yes,July,2070
Afternoon,Summer,No Holiday,Yes,July,2266
Afternoon,Summer,No Holiday,Yes,July,2351
Night,Summer,No Holiday,Yes,July,2272
Night,Summer,No Holiday,Yes,July,2348
Night,Summer,No Holiday,Yes,July,2055
Night,Summer,No Holiday,Yes,July,1717
Night,Summer,No Holiday,Yes,July,1252
Morning,Summer,No Holiday,Yes,July,900
Morning,Summer,No Holiday,Yes,July,554
Morning,Summer,No Holiday,Yes,July,387
Morning,Summer,No Holiday,Yes,July,285
Morning,Summer,No Holiday,Yes,July,206
Morning,Summer,No Holiday,Yes,July,301
Morning,Summer,No Holiday,Yes,July,486
Morning,Summer,No Holiday,Yes,July,451
Morning,Summer,No Holiday,Yes,July,670
Morning,Summer,No Holiday,Yes,July,575
Morning,Summer,No Holiday,Yes,July,217
Morning,Summer,No Holiday,Yes,July,186
Morning,Summer,No Holiday,Yes,July,71
Afternoon,Summer,No Holiday,Yes,July,99
Afternoon,Summer,No Holiday,Yes,July,110
Afternoon,Summer,No Holiday,Yes,July,59
Afternoon,Summer,No Holiday,Yes,July,68
Afternoon,Summer,No Holiday,Yes,July,104
Afternoon,Summer,No Holiday,Yes,July,140
Night,Summer,No Holiday,Yes,July,68
Night,Summer,No Holiday,Yes,July,48
Night,Summer,No Holiday,Yes,July,95
Night,Summer,No Holiday,Yes,July,71
Night,Summer,No Holiday,Yes,July,40
Morning,Summer,No Holiday,Yes,July,29
Morning,Summer,No Holiday,Yes,July,39
Morning,Summer,No Holiday,Yes,July,84
Morning,Summer,No Holiday,Yes,July,136
Morning,Summer,No Holiday,Yes,July,133
Morning,Summer,No Holiday,Yes,July,174
Morning,Summer,No Holiday,Yes,July,534
Morning,Summer,No Holiday,Yes,July,1209
Morning,Summer,No Holiday,Yes,July,2017
Morning,Summer,No Holiday,Yes,July,1061
Morning,Summer,No Holiday,Yes,July,768
Morning,Summer,No Holiday,Yes,July,909
Morning,Summer,No Holiday,Yes,July,1035
Afternoon,Summer,No Holiday,Yes,July,1074
Afternoon,Summer,No Holiday,Yes,July,1142
Afternoon,Summer,No Holiday,Yes,July,1169
Afternoon,Summer,No Holiday,Yes,July,1462
Afternoon,Summer,No Holiday,Yes,July,1603
Afternoon,Summer,No Holiday,Yes,July,1665
Night,Summer,No Holiday,Yes,July,794
Night,Summer,No Holiday,Yes,July,908
Night,Summer,No Holiday,Yes,July,1352
Night,Summer,No Holiday,Yes,July,971
Night,Summer,No Holiday,Yes,July,373
Morning,Summer,No Holiday,Yes,July,240
Morning,Summer,No Holiday,Yes,July,240
Morning,Summer,No Holiday,Yes,July,236
Morning,Summer,No Holiday,Yes,July,157
Morning,Summer,No Holiday,Yes,July,71
Morning,Summer,No Holiday,Yes,July,76
Morning,Summer,No Holiday,Yes,July,187
Morning,Summer,No Holiday,Yes,July,303
Morning,Summer,No Holiday,Yes,July,827
Morning,Summer,No Holiday,Yes,July,634
Morning,Summer,No Holiday,Yes,July,581
Morning,Summer,No Holiday,Yes,July,792
Morning,Summer,No Holiday,Yes,July,964
Afternoon,Summer,No Holiday,Yes,July,991
Afternoon,Summer,No Holiday,Yes,July,1052
Afternoon,Summer,No Holiday,Yes,July,1106
Afternoon,Summer,No Holiday,Yes,July,1344
Afternoon,Summer,No Holiday,Yes,July,1923
Afternoon,Summer,No Holiday,Yes,July,2931
Night,Summer,No Holiday,Yes,July,2328
Night,Summer,No Holiday,Yes,July,2048
Night,Summer,No Holiday,Yes,July,1936
Night,Summer,No Holiday,Yes,July,1870
Night,Summer,No Holiday,Yes,July,1298
Morning,Summer,No Holiday,Yes,July,938
Morning,Summer,No Holiday,Yes,July,787
Morning,Summer,No Holiday,Yes,July,517
Morning,Summer,No Holiday,Yes,July,322
Morning,Summer,No Holiday,Yes,July,159
Morning,Summer,No Holiday,Yes,July,231
Morning,Summer,No Holiday,Yes,July,593
Morning,Summer,No Holiday,Yes,July,1279
Morning,Summer,No Holiday,Yes,July,1811
Morning,Summer,No Holiday,Yes,July,982
Morning,Summer,No Holiday,Yes,July,746
Morning,Summer,No Holiday,Yes,July,805
Morning,Summer,No Holiday,Yes,July,991
Afternoon,Summer,No Holiday,Yes,July,959
Afternoon,Summer,No Holiday,Yes,July,976
Afternoon,Summer,No Holiday,Yes,July,1163
Afternoon,Summer,No Holiday,Yes,July,1296
Afternoon,Summer,No Holiday,Yes,July,1915
Afternoon,Summer,No Holiday,Yes,July,3016
Night,Summer,No Holiday,Yes,July,2313
Night,Summer,No Holiday,Yes,July,2214
Night,Summer,No Holiday,Yes,July,2115
Night,Summer,No Holiday,Yes,July,1945
Night,Summer,No Holiday,Yes,July,1355
Morning,Summer,No Holiday,Yes,July,1006
Morning,Summer,No Holiday,Yes,July,760
Morning,Summer,No Holiday,Yes,July,600
Morning,Summer,No Holiday,Yes,July,377
Morning,Summer,No Holiday,Yes,July,241
Morning,Summer,No Holiday,Yes,July,301
Morning,Summer,No Holiday,Yes,July,665
Morning,Summer,No Holiday,Yes,July,1321
Morning,Summer,No Holiday,Yes,July,2114
Morning,Summer,No Holiday,Yes,July,1240
Morning,Summer,No Holiday,Yes,July,836
Morning,Summer,No Holiday,Yes,July,887
Morning,Summer,No Holiday,Yes,July,1013
Afternoon,Summer,No Holiday,Yes,July,1046
Afternoon,Summer,No Holiday,Yes,July,999
Afternoon,Summer,No Holiday,Yes,July,1094
Afternoon,Summer,No Holiday,Yes,July,1291
Afternoon,Summer,No Holiday,Yes,July,1782
Afternoon,Summer,No Holiday,Yes,July,2884
Night,Summer,No Holiday,Yes,July,2320
Night,Summer,No Holiday,Yes,July,2069
Night,Summer,No Holiday,Yes,July,1924
Night,Summer,No Holiday,Yes,July,1879
Night,Summer,No Holiday,Yes,July,1439
Morning,Summer,No Holiday,Yes,July,1169
Morning,Summer,No Holiday,Yes,July,1062
Morning,Summer,No Holiday,Yes,July,783
Morning,Summer,No Holiday,Yes,July,545
Morning,Summer,No Holiday,Yes,July,307
Morning,Summer,No Holiday,Yes,July,266
Morning,Summer,No Holiday,Yes,July,356
Morning,Summer,No Holiday,Yes,July,537
Morning,Summer,No Holiday,Yes,July,787
Morning,Summer,No Holiday,Yes,July,909
Morning,Summer,No Holiday,Yes,July,910
Morning,Summer,No Holiday,Yes,July,945
Morning,Summer,No Holiday,Yes,July,1039
Afternoon,Summer,No Holiday,Yes,July,1078
Afternoon,Summer,No Holiday,Yes,July,1038
Afternoon,Summer,No Holiday,Yes,July,1058
Afternoon,Summer,No Holiday,Yes,July,1177
Afternoon,Summer,No Holiday,Yes,July,1433
